"id";"average_length_inches";"average_weight_inches";"habitat";"ph_of_water";"color";"Gender";"life_span";"acidity"
915;3.84;3.19;"lakes";7.6;"Yellow";"TRUE";21.4;"high ph"
916;16.31;6.38;"lakes";6.1;"Red_and_Silver";"TRUE";25.9;"really low ph"
917;11.2;17.93;"lakes";7.7;"Reddish_Orange";"FALSE";24.9;"high ph"
918;1.03;2.57;"slowmovingwaters";7.0;"Green_and_Chocolate";"FALSE";20.1;"intermediate ph"
919;4.5;5.67;"rivers";8.0;"Green_and_Chocolate";"TRUE";5.6;"high ph"
920;4.9;2.74;"lakes";7.8;"Reddish_Orange";"FALSE";22.0;"high ph"
921;13.55;4.39;"ponds";6.1;"Yellow";"FALSE";7.0;"really low ph"
922;14.44;14.8;"ponds";7.4;"Yellow";"TRUE";23.0;"intermediate ph"
923;7.49;14.42;"idlewater";6.6;"Green_and_Chocolate";"FALSE";20.2;"low ph"
924;5.05;13.59;"ponds";6.1;"Red_and_Silver";"TRUE";18.3;"really low ph"
925;4.94;13.11;"lakes";7.0;"Yellow";"TRUE";18.8;"intermediate ph"
926;2.01;13.3;"slowmovingwaters";6.4;"White";"TRUE";19.3;"really low ph"
927;18.71;11.92;"lakes";6.1;"Calico";"FALSE";11.3;"really low ph"
928;7.12;4.38;"idlewater";7.4;"Green_and_Chocolate";"TRUE";7.6;"intermediate ph"
929;4.04;17.16;"lakes";7.7;"Red_and_Silver";"FALSE";10.9;"high ph"
930;16.55;11.82;"lakes";7.0;"Green_and_Chocolate";"FALSE";11.5;"intermediate ph"
931;4.07;6.85;"slowmovingwaters";6.8;"Green_and_Chocolate";"FALSE";24.2;"low ph"
932;5.25;14.73;"slowmovingwaters";6.4;"Calico";"TRUE";20.3;"really low ph"
933;15.47;18.01;"rivers";6.0;"Red_and_Silver";"TRUE";26.2;"really low ph"
934;14.97;9.5;"lakes";6.7;"White";"TRUE";15.3;"low ph"
935;7.1;5.09;"rivers";6.7;"White";"TRUE";17.7;"low ph"
936;12.38;18.39;"ponds";6.8;"Green_and_Chocolate";"FALSE";18.4;"low ph"
937;18.2;6.5;"ponds";6.8;"Reddish_Orange";"FALSE";11.5;"low ph"
938;10.32;13.57;"rivers";7.0;"Yellow";"TRUE";5.4;"intermediate ph"
939;2.7;4.53;"lakes";7.1;"White";"FALSE";7.1;"intermediate ph"
940;2.1;18.84;"rivers";7.7;"Red_and_Silver";"TRUE";15.9;"high ph"
941;4.19;4.5;"ponds";7.9;"Red_and_Silver";"FALSE";15.9;"high ph"
942;18.08;7.13;"lakes";7.8;"Green_and_Chocolate";"TRUE";5.7;"high ph"
943;10.4;3.69;"ponds";7.8;"Red_and_Silver";"FALSE";10.4;"high ph"
944;1.66;5.47;"ponds";7.5;"Reddish_Orange";"TRUE";27.7;"high ph"
945;16.04;16.42;"ponds";6.2;"Orange";"FALSE";27.1;"really low ph"
946;10.32;4.71;"slowmovingwaters";6.0;"Black_and_Orange";"TRUE";7.7;"really low ph"
947;11.86;12.36;"ponds";8.0;"Red_and_Silver";"FALSE";9.0;"high ph"
948;6.91;3.79;"slowmovingwaters";7.2;"Green_and_Chocolate";"FALSE";18.9;"intermediate ph"
949;8.18;13.89;"lakes";7.3;"White";"FALSE";11.3;"intermediate ph"
950;3.38;5.52;"idlewater";6.2;"Red_and_White_Bi_Color";"FALSE";26.9;"really low ph"
951;3.85;12.85;"idlewater";6.1;"Red_and_Silver";"FALSE";4.7;"really low ph"
952;15.78;8.78;"ponds";7.2;"Red_and_Silver";"FALSE";11.0;"intermediate ph"
953;7.39;2.67;"idlewater";6.7;"Reddish_Orange";"TRUE";21.2;"low ph"
954;7.43;5.21;"rivers";7.7;"Yellow";"TRUE";5.8;"high ph"
955;15.04;2.64;"slowmovingwaters";6.1;"Reddish_Orange";"TRUE";17.1;"really low ph"
956;14.63;12.01;"rivers";7.5;"Red_and_Silver";"TRUE";20.5;"high ph"
957;9.85;7.02;"lakes";6.1;"Red_and_Silver";"FALSE";5.6;"really low ph"
958;2.28;3.87;"idlewater";7.9;"Orange";"TRUE";2.1;"high ph"
959;14.26;4.81;"rivers";7.8;"Calico";"FALSE";3.1;"high ph"
960;15.0;4.04;"slowmovingwaters";7.6;"Red_and_Silver";"FALSE";4.2;"high ph"
961;13.76;15.42;"slowmovingwaters";7.5;"Black_and_Orange";"TRUE";13.5;"high ph"
962;16.72;10.1;"lakes";6.6;"Red_and_Silver";"TRUE";1.3;"low ph"
963;6.6;16.79;"idlewater";7.1;"Black_and_Orange";"TRUE";3.2;"intermediate ph"
964;10.66;17.57;"lakes";7.9;"Orange";"TRUE";5.9;"high ph"
965;5.54;10.08;"lakes";7.5;"Green_and_Chocolate";"TRUE";13.5;"high ph"
966;6.34;11.41;"rivers";7.1;"Green_and_Chocolate";"FALSE";21.6;"intermediate ph"
967;18.22;4.62;"lakes";7.4;"White";"FALSE";16.4;"intermediate ph"
968;7.51;10.7;"idlewater";7.7;"Black_and_Orange";"FALSE";8.9;"high ph"
969;17.63;17.24;"rivers";6.3;"Green_and_Chocolate";"FALSE";24.4;"really low ph"
970;19.38;5.43;"rivers";6.9;"Orange";"TRUE";19.9;"low ph"
971;17.25;5.96;"rivers";6.6;"Yellow";"TRUE";14.8;"low ph"
972;11.07;2.73;"slowmovingwaters";6.6;"Calico";"FALSE";16.7;"low ph"
973;3.17;2.92;"idlewater";7.3;"Black_and_Orange";"TRUE";8.9;"intermediate ph"
974;10.38;2.34;"ponds";6.3;"Red_and_White_Bi_Color";"TRUE";27.3;"really low ph"
975;13.2;6.35;"rivers";7.7;"Yellow";"FALSE";25.3;"high ph"
976;13.55;6.24;"rivers";6.3;"Orange";"FALSE";6.4;"really low ph"
977;2.43;16.14;"idlewater";7.5;"Orange";"TRUE";19.8;"high ph"
978;16.06;9.23;"lakes";7.6;"Orange";"FALSE";5.0;"high ph"
979;19.02;15.4;"ponds";6.5;"Reddish_Orange";"TRUE";25.5;"low ph"
980;15.97;18.41;"lakes";6.5;"Orange";"FALSE";18.7;"low ph"
981;5.01;6.45;"ponds";6.6;"Orange";"TRUE";9.4;"low ph"
982;11.92;8.78;"idlewater";6.3;"Orange";"TRUE";23.7;"really low ph"
983;14.15;17.34;"idlewater";7.6;"Green_and_Chocolate";"TRUE";1.8;"high ph"
984;1.54;3.67;"lakes";7.6;"Yellow";"FALSE";11.4;"high ph"
985;8.35;7.4;"rivers";7.3;"Reddish_Orange";"TRUE";9.1;"intermediate ph"
986;18.04;16.88;"lakes";8.0;"White";"TRUE";16.9;"high ph"
987;16.81;8.8;"idlewater";6.8;"Calico";"TRUE";16.5;"low ph"
988;13.72;15.24;"ponds";7.0;"Calico";"TRUE";8.0;"intermediate ph"
989;17.97;4.35;"slowmovingwaters";6.5;"Red_and_Silver";"TRUE";27.3;"low ph"
990;7.45;15.29;"lakes";8.0;"Green_and_Chocolate";"TRUE";2.4;"high ph"
991;2.24;15.41;"lakes";7.0;"Orange";"FALSE";19.3;"intermediate ph"
992;3.55;5.73;"idlewater";6.7;"Yellow";"FALSE";20.2;"low ph"
993;10.48;2.14;"lakes";7.3;"Yellow";"TRUE";12.8;"intermediate ph"
994;5.92;10.35;"idlewater";7.8;"Green_and_Chocolate";"FALSE";6.1;"high ph"
995;14.69;18.7;"idlewater";6.7;"Green_and_Chocolate";"TRUE";20.8;"low ph"
996;11.03;16.87;"idlewater";6.4;"Red_and_Silver";"TRUE";9.7;"really low ph"
997;9.08;14.03;"lakes";6.2;"Red_and_Silver";"FALSE";15.5;"really low ph"
998;2.94;3.8;"slowmovingwaters";7.9;"Reddish_Orange";"FALSE";5.7;"high ph"
999;11.03;12.29;"ponds";6.2;"Green_and_Chocolate";"FALSE";1.8;"really low ph"
1000;2.12;13.36;"slowmovingwaters";7.4;"Reddish_Orange";"FALSE";23.6;"intermediate ph"
1001;19.7;6.61;"slowmovingwaters";7.1;"Black_and_Orange";"FALSE";1.7;"intermediate ph"
1002;18.66;6.85;"slowmovingwaters";7.0;"Yellow";"FALSE";19.5;"intermediate ph"
1003;2.14;18.2;"slowmovingwaters";6.7;"Yellow";"TRUE";8.0;"low ph"
1004;12.59;7.8;"ponds";7.8;"White";"FALSE";17.0;"high ph"
1005;13.74;17.53;"idlewater";6.4;"Calico";"FALSE";5.6;"really low ph"
1006;13.75;15.41;"lakes";7.0;"Yellow";"TRUE";25.4;"intermediate ph"
1007;16.54;11.43;"slowmovingwaters";6.1;"Black_and_Orange";"FALSE";24.1;"really low ph"
1008;18.65;7.17;"ponds";6.8;"Green_and_Chocolate";"FALSE";25.4;"low ph"
1009;10.99;5.61;"slowmovingwaters";6.2;"Calico";"FALSE";6.4;"really low ph"
1010;2.97;8.88;"rivers";6.2;"Calico";"FALSE";26.7;"really low ph"
1011;15.15;8.65;"slowmovingwaters";6.5;"Reddish_Orange";"FALSE";26.2;"low ph"
1012;10.9;10.67;"rivers";6.8;"Yellow";"TRUE";17.9;"low ph"
1013;15.62;11.88;"ponds";6.1;"Black_and_Orange";"FALSE";10.9;"really low ph"
1014;19.58;13.98;"idlewater";7.9;"Red_and_Silver";"TRUE";20.0;"high ph"
1015;3.4;7.69;"rivers";7.1;"Calico";"FALSE";16.5;"intermediate ph"
1016;18.09;10.41;"ponds";7.7;"Red_and_Silver";"TRUE";20.8;"high ph"
1017;16.63;2.22;"idlewater";7.3;"Calico";"TRUE";22.8;"intermediate ph"
1018;2.62;2.4;"lakes";6.9;"Black_and_Orange";"TRUE";7.6;"low ph"
1019;3.22;6.65;"ponds";7.6;"Red_and_White_Bi_Color";"FALSE";1.2;"high ph"
1020;11.78;17.05;"ponds";6.3;"Black_and_Orange";"FALSE";20.4;"really low ph"
1021;16.44;6.69;"ponds";8.0;"Calico";"TRUE";19.6;"high ph"
1022;12.23;8.4;"idlewater";6.9;"Yellow";"TRUE";17.8;"low ph"
1023;5.14;13.71;"lakes";6.5;"Yellow";"FALSE";26.6;"low ph"
1024;2.77;4.89;"lakes";6.4;"Black_and_Orange";"FALSE";12.8;"really low ph"
1025;1.0;11.13;"idlewater";6.5;"Reddish_Orange";"TRUE";9.3;"low ph"
1026;20.0;12.18;"rivers";6.9;"Calico";"FALSE";9.2;"low ph"
1027;4.43;4.81;"lakes";7.3;"Red_and_Silver";"TRUE";24.8;"intermediate ph"
1028;17.76;17.16;"rivers";6.1;"Red_and_Silver";"TRUE";15.7;"really low ph"
1029;19.54;3.01;"slowmovingwaters";6.9;"Red_and_Silver";"TRUE";19.6;"low ph"
1030;17.45;12.4;"slowmovingwaters";7.1;"Green_and_Chocolate";"TRUE";19.7;"intermediate ph"
1031;1.51;8.82;"lakes";6.3;"Yellow";"FALSE";6.4;"really low ph"
1032;12.23;8.07;"slowmovingwaters";6.5;"Black_and_Orange";"";15.5;"low ph"
1033;16.04;5.95;"lakes";7.3;"Orange";"TRUE";16.0;"intermediate ph"
1034;9.13;18.39;"idlewater";7.5;"White";"TRUE";4.2;"high ph"
1035;9.04;13.37;"rivers";6.4;"Reddish_Orange";"FALSE";12.7;"really low ph"
1036;11.61;17.52;"ponds";6.8;"White";"FALSE";9.2;"low ph"
1037;14.34;3.93;"idlewater";7.2;"Green_and_Chocolate";"TRUE";1.0;"intermediate ph"
1038;18.56;9.89;"idlewater";7.9;"White";"TRUE";6.4;"high ph"
1039;19.46;6.61;"slowmovingwaters";6.9;"Black_and_Orange";"FALSE";13.6;"low ph"
1040;11.26;10.53;"idlewater";6.8;"Calico";"TRUE";26.8;"low ph"
1041;7.95;3.04;"slowmovingwaters";7.1;"White";"FALSE";20.7;"intermediate ph"
1042;17.92;3.66;"lakes";6.5;"Yellow";"FALSE";16.2;"low ph"
1043;10.2;17.12;"ponds";7.2;"Calico";"FALSE";25.0;"intermediate ph"
1044;8.92;15.81;"ponds";6.7;"Green_and_Chocolate";"FALSE";16.4;"low ph"
1045;9.75;6.93;"lakes";6.4;"Reddish_Orange";"FALSE";2.7;"really low ph"
1046;20.0;17.61;"lakes";7.4;"Orange";"TRUE";13.5;"intermediate ph"
1047;7.0;10.57;"lakes";7.4;"Red_and_White_Bi_Color";"TRUE";8.3;"intermediate ph"
1048;7.1;11.63;"slowmovingwaters";6.6;"Black_and_Orange";"FALSE";22.2;"low ph"
1049;8.16;8.6;"ponds";7.3;"Green_and_Chocolate";"FALSE";1.2;"intermediate ph"
1050;8.82;6.88;"lakes";6.1;"Red_and_Silver";"TRUE";27.2;"really low ph"
1051;1.33;9.64;"slowmovingwaters";7.7;"Green_and_Chocolate";"FALSE";17.1;"high ph"
1052;10.33;15.34;"rivers";7.1;"Black_and_Orange";"FALSE";15.8;"intermediate ph"
1053;17.1;5.76;"ponds";7.3;"Black_and_Orange";"TRUE";7.9;"intermediate ph"
1054;1.09;16.13;"idlewater";6.0;"Calico";"TRUE";19.6;"really low ph"
1055;13.3;6.42;"lakes";6.0;"Reddish_Orange";"FALSE";17.5;"really low ph"
1056;11.9;5.88;"lakes";7.6;"Reddish_Orange";"FALSE";13.8;"high ph"
1057;13.84;7.24;"slowmovingwaters";6.6;"Calico";"FALSE";16.9;"low ph"
1058;1.51;18.56;"idlewater";8.0;"Reddish_Orange";"TRUE";16.0;"high ph"
1059;12.87;14.83;"rivers";6.6;"Green_and_Chocolate";"TRUE";27.4;"low ph"
1060;14.25;16.23;"rivers";7.1;"Yellow";"FALSE";17.9;"intermediate ph"
1061;18.4;14.23;"idlewater";6.5;"Yellow";"TRUE";18.8;"low ph"
1062;17.78;4.91;"slowmovingwaters";7.2;"White";"TRUE";14.4;"intermediate ph"
1063;4.69;15.64;"lakes";6.3;"Red_and_White_Bi_Color";"TRUE";2.4;"really low ph"
1064;16.3;17.58;"lakes";6.9;"Orange";"TRUE";26.5;"low ph"
1065;5.92;9.55;"lakes";7.4;"Green_and_Chocolate";"TRUE";23.3;"intermediate ph"
1066;18.06;10.0;"ponds";6.4;"Red_and_White_Bi_Color";"FALSE";26.2;"really low ph"
1067;19.98;10.1;"rivers";6.8;"Green_and_Chocolate";"TRUE";10.3;"low ph"
1068;8.89;8.71;"slowmovingwaters";7.1;"Orange";"TRUE";5.6;"intermediate ph"
1069;18.51;11.63;"rivers";6.4;"White";"FALSE";7.0;"really low ph"
1070;4.88;10.82;"idlewater";6.1;"Red_and_Silver";"TRUE";17.6;"really low ph"
1071;17.89;9.09;"rivers";7.8;"Red_and_Silver";"FALSE";5.6;"high ph"
1072;13.02;8.68;"rivers";7.7;"Green_and_Chocolate";"FALSE";10.9;"high ph"
1073;13.44;12.74;"lakes";7.0;"Yellow";"TRUE";21.6;"intermediate ph"
1074;11.9;4.13;"slowmovingwaters";6.6;"Black_and_Orange";"FALSE";16.7;"low ph"
1075;16.9;2.99;"lakes";6.9;"Calico";"FALSE";1.8;"low ph"
1076;15.27;11.54;"idlewater";6.2;"Black_and_Orange";"FALSE";22.0;"really low ph"
1077;18.2;17.83;"idlewater";7.5;"White";"TRUE";6.2;"high ph"
1078;3.04;12.11;"lakes";6.1;"Black_and_Orange";"TRUE";16.5;"really low ph"
1079;8.63;3.7;"idlewater";6.3;"Green_and_Chocolate";"FALSE";8.5;"really low ph"
1080;13.3;3.81;"slowmovingwaters";6.9;"Yellow";"TRUE";25.5;"low ph"
1081;4.39;2.44;"slowmovingwaters";6.9;"Red_and_White_Bi_Color";"TRUE";19.4;"low ph"
1082;16.96;17.1;"ponds";7.4;"Green_and_Chocolate";"TRUE";8.5;"intermediate ph"
1083;11.07;14.62;"ponds";6.9;"Green_and_Chocolate";"TRUE";22.5;"low ph"
1084;3.55;13.69;"idlewater";6.4;"Yellow";"FALSE";8.5;"really low ph"
1085;3.99;10.51;"lakes";7.9;"Yellow";"TRUE";27.1;"high ph"
1086;11.17;8.89;"idlewater";6.8;"Yellow";"TRUE";20.4;"low ph"
1087;9.45;6.57;"ponds";6.1;"Yellow";"FALSE";9.8;"really low ph"
1088;5.37;8.43;"idlewater";6.2;"Red_and_Silver";"TRUE";19.9;"really low ph"
1089;7.56;7.8;"ponds";6.0;"Red_and_White_Bi_Color";"TRUE";4.8;"really low ph"
1090;18.19;17.55;"rivers";7.4;"Reddish_Orange";"TRUE";24.8;"intermediate ph"
1091;1.12;5.94;"lakes";6.2;"Yellow";"FALSE";18.0;"really low ph"
1092;18.13;14.35;"idlewater";6.7;"Orange";"FALSE";4.8;"low ph"
1093;10.19;3.92;"slowmovingwaters";6.1;"White";"TRUE";24.8;"really low ph"
1094;8.66;14.15;"slowmovingwaters";6.9;"Red_and_White_Bi_Color";"FALSE";5.2;"low ph"
1095;16.44;10.09;"rivers";6.8;"Black_and_Orange";"TRUE";16.9;"low ph"
1096;9.57;13.21;"slowmovingwaters";7.1;"Reddish_Orange";"FALSE";19.1;"intermediate ph"
1097;16.89;10.94;"lakes";6.3;"Red_and_White_Bi_Color";"FALSE";8.4;"really low ph"
1098;13.45;4.73;"rivers";7.5;"Calico";"FALSE";18.1;"high ph"
1099;5.85;18.68;"ponds";6.7;"Reddish_Orange";"FALSE";21.6;"low ph"
1100;5.32;2.27;"idlewater";7.4;"Red_and_White_Bi_Color";"TRUE";2.9;"intermediate ph"
1101;8.98;13.67;"ponds";7.6;"Calico";"FALSE";23.0;"high ph"
1102;16.08;14.27;"ponds";6.6;"Reddish_Orange";"TRUE";22.8;"low ph"
1103;10.98;11.99;"slowmovingwaters";7.4;"Black_and_Orange";"TRUE";9.9;"intermediate ph"
1104;18.05;6.84;"rivers";6.4;"Red_and_Silver";"FALSE";16.2;"really low ph"
1105;5.15;18.08;"ponds";6.6;"Calico";"TRUE";3.5;"low ph"
1106;14.62;11.41;"lakes";7.0;"Red_and_Silver";"FALSE";12.1;"intermediate ph"
1107;13.54;8.3;"lakes";7.5;"Orange";"TRUE";3.6;"high ph"
1108;17.03;10.07;"rivers";6.4;"Green_and_Chocolate";"TRUE";17.0;"really low ph"
1109;18.21;16.81;"slowmovingwaters";7.3;"Red_and_White_Bi_Color";"FALSE";22.8;"intermediate ph"
1110;11.86;8.72;"slowmovingwaters";7.4;"Green_and_Chocolate";"FALSE";12.6;"intermediate ph"
1111;1.69;8.25;"idlewater";6.6;"Reddish_Orange";"FALSE";5.6;"low ph"
1112;10.39;9.83;"ponds";7.0;"Reddish_Orange";"FALSE";11.6;"intermediate ph"
1113;2.9;2.59;"lakes";6.5;"Reddish_Orange";"FALSE";9.1;"low ph"
1114;10.89;16.75;"lakes";7.2;"Reddish_Orange";"TRUE";9.8;"intermediate ph"
1115;8.46;10.61;"lakes";6.9;"White";"TRUE";20.1;"low ph"
1116;18.35;3.25;"rivers";7.4;"Yellow";"TRUE";6.0;"intermediate ph"
1117;11.86;13.67;"ponds";6.3;"Yellow";"TRUE";14.8;"really low ph"
1118;15.09;16.04;"lakes";7.7;"Yellow";"FALSE";9.7;"high ph"
1119;18.51;5.41;"idlewater";6.6;"Calico";"TRUE";5.2;"low ph"
1120;19.01;17.49;"lakes";7.0;"Red_and_Silver";"TRUE";9.8;"intermediate ph"
1121;11.9;11.26;"lakes";7.5;"Red_and_White_Bi_Color";"TRUE";8.8;"high ph"
1122;11.33;16.96;"ponds";6.7;"Yellow";"FALSE";22.3;"low ph"
1123;11.7;15.79;"idlewater";7.4;"Yellow";"";6.7;"intermediate ph"
1124;12.11;7.22;"idlewater";7.9;"Black_and_Orange";"TRUE";23.2;"high ph"
1125;3.17;8.13;"lakes";7.0;"Yellow";"FALSE";24.4;"intermediate ph"
1126;14.79;6.61;"slowmovingwaters";7.6;"Calico";"FALSE";28.0;"high ph"
1127;18.01;13.65;"idlewater";6.4;"Reddish_Orange";"";9.2;"really low ph"
1128;10.16;17.29;"idlewater";6.9;"White";"TRUE";10.3;"low ph"
1129;8.68;4.33;"rivers";7.9;"Orange";"TRUE";21.6;"high ph"
1130;8.06;10.36;"slowmovingwaters";6.6;"Yellow";"FALSE";17.9;"low ph"
1131;12.65;18.27;"slowmovingwaters";7.0;"Black_and_Orange";"FALSE";24.3;"intermediate ph"
1132;8.07;10.88;"slowmovingwaters";7.1;"Reddish_Orange";"FALSE";23.7;"intermediate ph"
1133;7.11;5.02;"lakes";6.1;"Yellow";"TRUE";16.9;"really low ph"
1134;16.03;2.4;"idlewater";6.5;"White";"TRUE";25.3;"low ph"
1135;13.29;7.37;"idlewater";6.1;"Red_and_White_Bi_Color";"TRUE";4.0;"really low ph"
1136;5.79;13.09;"slowmovingwaters";6.2;"Green_and_Chocolate";"TRUE";14.2;"really low ph"
1137;15.88;8.01;"rivers";7.4;"Green_and_Chocolate";"FALSE";24.9;"intermediate ph"
1138;7.52;10.19;"ponds";8.0;"Green_and_Chocolate";"FALSE";12.1;"high ph"
1139;2.68;13.45;"lakes";8.0;"Green_and_Chocolate";"FALSE";5.0;"high ph"
1140;6.76;12.11;"idlewater";6.2;"Red_and_White_Bi_Color";"FALSE";17.6;"really low ph"
1141;1.29;17.13;"ponds";6.1;"Yellow";"FALSE";20.9;"really low ph"
1142;11.87;3.8;"ponds";7.5;"Orange";"TRUE";17.7;"high ph"
1143;3.81;16.36;"ponds";7.5;"Red_and_White_Bi_Color";"FALSE";16.8;"high ph"
1144;15.45;17.24;"ponds";6.9;"Black_and_Orange";"FALSE";4.7;"low ph"
1145;18.07;18.06;"rivers";6.6;"Red_and_Silver";"TRUE";18.8;"low ph"
1146;6.48;8.34;"rivers";6.0;"Red_and_White_Bi_Color";"FALSE";26.6;"really low ph"
1147;18.67;10.9;"idlewater";6.2;"Yellow";"TRUE";11.9;"really low ph"
1148;4.64;7.18;"rivers";7.2;"Reddish_Orange";"FALSE";6.5;"intermediate ph"
1149;13.58;18.84;"rivers";7.3;"Red_and_White_Bi_Color";"TRUE";17.4;"intermediate ph"
1150;14.63;5.16;"lakes";7.9;"Red_and_Silver";"TRUE";13.4;"high ph"
1151;17.15;11.26;"ponds";6.6;"Orange";"FALSE";22.9;"low ph"
1152;1.03;9.9;"rivers";6.4;"Green_and_Chocolate";"FALSE";3.3;"really low ph"
1153;9.6;12.52;"rivers";6.3;"White";"TRUE";3.1;"really low ph"
1154;6.29;18.89;"slowmovingwaters";6.6;"Reddish_Orange";"FALSE";7.5;"low ph"
1155;18.29;11.21;"rivers";7.3;"Red_and_White_Bi_Color";"TRUE";2.0;"intermediate ph"
1156;6.55;4.24;"rivers";7.0;"Red_and_Silver";"FALSE";27.3;"intermediate ph"
1157;15.93;16.99;"idlewater";6.7;"Red_and_Silver";"TRUE";5.4;"low ph"
1158;9.68;8.72;"ponds";7.8;"Orange";"FALSE";25.2;"high ph"
1159;16.71;9.54;"lakes";7.7;"Orange";"TRUE";4.8;"high ph"
1160;3.06;15.01;"idlewater";6.5;"White";"FALSE";4.3;"low ph"
1161;16.92;9.71;"slowmovingwaters";6.4;"Red_and_White_Bi_Color";"TRUE";23.9;"really low ph"
1162;14.87;8.84;"idlewater";7.8;"Green_and_Chocolate";"";9.1;"high ph"
1163;7.39;5.93;"rivers";6.7;"Black_and_Orange";"FALSE";21.8;"low ph"
1164;12.5;4.61;"lakes";6.3;"Orange";"TRUE";8.6;"really low ph"
1165;19.53;13.57;"rivers";7.2;"Yellow";"TRUE";5.4;"intermediate ph"
1166;4.95;17.1;"rivers";6.7;"Red_and_White_Bi_Color";"TRUE";26.7;"low ph"
1167;5.79;13.01;"rivers";7.4;"Green_and_Chocolate";"FALSE";9.5;"intermediate ph"
1168;7.98;14.29;"ponds";6.3;"Yellow";"FALSE";22.8;"really low ph"
1169;13.27;10.75;"slowmovingwaters";6.1;"Orange";"FALSE";23.8;"really low ph"
1170;8.61;13.23;"rivers";7.5;"Red_and_White_Bi_Color";"FALSE";18.2;"high ph"
1171;1.66;5.32;"slowmovingwaters";7.8;"Red_and_Silver";"TRUE";10.9;"high ph"
1172;14.9;2.87;"ponds";7.4;"Orange";"TRUE";15.0;"intermediate ph"
1173;14.53;11.2;"rivers";6.3;"Reddish_Orange";"FALSE";21.3;"really low ph"
1174;19.65;11.77;"slowmovingwaters";6.3;"Calico";"TRUE";23.8;"really low ph"
1175;3.2;13.55;"slowmovingwaters";7.4;"White";"";15.2;"intermediate ph"
1176;18.65;10.42;"slowmovingwaters";7.4;"Reddish_Orange";"TRUE";11.7;"intermediate ph"
1177;14.47;18.56;"idlewater";7.7;"Calico";"FALSE";8.6;"high ph"
1178;3.75;6.79;"ponds";7.2;"Green_and_Chocolate";"TRUE";19.7;"intermediate ph"
1179;1.72;8.98;"rivers";6.6;"Red_and_Silver";"FALSE";25.6;"low ph"
1180;4.37;16.16;"idlewater";6.9;"White";"TRUE";13.5;"low ph"
1181;5.7;6.15;"idlewater";6.1;"Green_and_Chocolate";"TRUE";15.7;"really low ph"
1182;16.38;8.91;"rivers";7.0;"Black_and_Orange";"TRUE";20.2;"intermediate ph"
1183;8.86;10.67;"lakes";6.5;"Red_and_Silver";"TRUE";3.6;"low ph"
1184;3.01;14.17;"ponds";6.1;"Black_and_Orange";"TRUE";17.0;"really low ph"
1185;1.37;18.86;"lakes";6.8;"Yellow";"FALSE";27.2;"low ph"
1186;16.21;2.51;"ponds";7.9;"Yellow";"FALSE";3.2;"high ph"
1187;1.96;11.56;"idlewater";6.5;"Yellow";"TRUE";4.9;"low ph"
1188;15.27;8.51;"slowmovingwaters";6.8;"Red_and_White_Bi_Color";"FALSE";7.4;"low ph"
1189;3.12;17.14;"rivers";7.2;"Black_and_Orange";"FALSE";1.4;"intermediate ph"
1190;6.77;8.0;"ponds";7.7;"Red_and_Silver";"FALSE";25.9;"high ph"
1191;1.01;8.2;"slowmovingwaters";6.3;"Black_and_Orange";"TRUE";12.2;"really low ph"
1192;19.26;5.69;"slowmovingwaters";7.8;"Calico";"TRUE";27.3;"high ph"
1193;11.75;13.91;"idlewater";6.8;"Red_and_Silver";"TRUE";11.1;"low ph"
1194;12.55;14.42;"ponds";7.0;"Yellow";"FALSE";8.8;"intermediate ph"
1195;17.67;11.7;"idlewater";7.8;"Yellow";"FALSE";13.6;"high ph"
1196;2.25;14.08;"slowmovingwaters";6.2;"Orange";"FALSE";17.1;"really low ph"
1197;9.33;15.45;"slowmovingwaters";7.0;"Orange";"FALSE";19.5;"intermediate ph"
1198;17.61;5.56;"lakes";6.8;"Yellow";"FALSE";27.1;"low ph"
1199;3.28;5.1;"rivers";7.8;"Black_and_Orange";"FALSE";4.4;"high ph"
1200;14.51;17.35;"ponds";6.1;"White";"FALSE";3.4;"really low ph"
1201;17.1;6.25;"ponds";6.2;"Calico";"TRUE";1.3;"really low ph"
1202;18.64;16.74;"idlewater";6.7;"Black_and_Orange";"TRUE";18.0;"low ph"
1203;13.77;5.66;"ponds";6.2;"Black_and_Orange";"TRUE";4.9;"really low ph"
1204;4.24;17.73;"ponds";7.8;"Red_and_White_Bi_Color";"FALSE";17.1;"high ph"
1205;13.69;7.55;"lakes";6.4;"Green_and_Chocolate";"FALSE";14.4;"really low ph"
1206;18.38;10.63;"idlewater";7.3;"Calico";"FALSE";2.2;"intermediate ph"
1207;18.54;17.31;"idlewater";7.5;"Green_and_Chocolate";"FALSE";20.3;"high ph"
1208;12.84;12.82;"slowmovingwaters";7.7;"Black_and_Orange";"FALSE";2.4;"high ph"
1209;13.46;14.23;"ponds";7.4;"Orange";"";16.9;"intermediate ph"
1210;19.15;3.61;"slowmovingwaters";6.1;"Green_and_Chocolate";"TRUE";19.7;"really low ph"
1211;8.84;17.48;"idlewater";8.0;"Reddish_Orange";"FALSE";9.8;"high ph"
1212;6.12;2.02;"rivers";7.5;"Yellow";"FALSE";13.2;"high ph"
1213;14.86;7.42;"idlewater";7.8;"Calico";"FALSE";26.4;"high ph"
1214;7.68;3.21;"ponds";6.4;"Calico";"TRUE";1.1;"really low ph"
1215;6.44;12.49;"idlewater";7.1;"Calico";"FALSE";11.1;"intermediate ph"
