"id";"average_length_inches";"average_weight_inches";"habitat";"ph_of_water";"color";"Gender";"life_span";"weight"
955;15.04;2.64;"slowmovingwaters";6.1;"Reddish_Orange";"TRUE";17.1;"really low"
956;14.63;12.01;"rivers";7.5;"Red_and_Silver";"TRUE";20.5;"intermediate"
957;9.85;7.02;"lakes";6.1;"Red_and_Silver";"FALSE";5.6;"low"
958;2.28;3.87;"idlewater";7.9;"Orange";"TRUE";2.1;"really low"
959;14.26;4.81;"rivers";7.8;"Calico";"FALSE";3.1;"really low"
960;15.0;4.04;"slowmovingwaters";7.6;"Red_and_Silver";"FALSE";4.2;"really low"
961;13.76;15.42;"slowmovingwaters";7.5;"Black_and_Orange";"TRUE";13.5;"high"
962;16.72;10.1;"lakes";6.6;"Red_and_Silver";"TRUE";1.3;"intermediate"
963;6.6;16.79;"idlewater";7.1;"Black_and_Orange";"TRUE";3.2;"high"
964;10.66;17.57;"lakes";7.9;"Orange";"TRUE";5.9;"high"
965;5.54;10.08;"lakes";7.5;"Green_and_Chocolate";"TRUE";13.5;"intermediate"
966;6.34;11.41;"rivers";7.1;"Green_and_Chocolate";"FALSE";21.6;"intermediate"
967;18.22;4.62;"lakes";7.4;"White";"FALSE";16.4;"really low"
968;7.51;10.7;"idlewater";7.7;"Black_and_Orange";"FALSE";8.9;"intermediate"
969;17.63;17.24;"rivers";6.3;"Green_and_Chocolate";"FALSE";24.4;"high"
970;19.38;5.43;"rivers";6.9;"Orange";"TRUE";19.9;"low"
971;17.25;5.96;"rivers";6.6;"Yellow";"TRUE";14.8;"low"
972;11.07;2.73;"slowmovingwaters";6.6;"Calico";"FALSE";16.7;"really low"
973;3.17;2.92;"idlewater";7.3;"Black_and_Orange";"TRUE";8.9;"really low"
974;10.38;2.34;"ponds";6.3;"Red_and_White_Bi_Color";"TRUE";27.3;"really low"
975;13.2;6.35;"rivers";7.7;"Yellow";"FALSE";25.3;"low"
976;13.55;6.24;"rivers";6.3;"Orange";"FALSE";6.4;"low"
977;2.43;16.14;"idlewater";7.5;"Orange";"TRUE";19.8;"high"
978;16.06;9.23;"lakes";7.6;"Orange";"FALSE";5.0;"low"
979;19.02;15.4;"ponds";6.5;"Reddish_Orange";"TRUE";25.5;"high"
980;15.97;18.41;"lakes";6.5;"Orange";"FALSE";18.7;"high"
981;5.01;6.45;"ponds";6.6;"Orange";"TRUE";9.4;"low"
982;11.92;8.78;"idlewater";6.3;"Orange";"TRUE";23.7;"low"
983;14.15;17.34;"idlewater";7.6;"Green_and_Chocolate";"TRUE";1.8;"high"
984;1.54;3.67;"lakes";7.6;"Yellow";"FALSE";11.4;"really low"
985;8.35;7.4;"rivers";7.3;"Reddish_Orange";"TRUE";9.1;"low"
986;18.04;16.88;"lakes";8.0;"White";"TRUE";16.9;"high"
987;16.81;8.8;"idlewater";6.8;"Calico";"TRUE";16.5;"low"
988;13.72;15.24;"ponds";7.0;"Calico";"TRUE";8.0;"high"
989;17.97;4.35;"slowmovingwaters";6.5;"Red_and_Silver";"TRUE";27.3;"really low"
990;7.45;15.29;"lakes";8.0;"Green_and_Chocolate";"TRUE";2.4;"high"
991;2.24;15.41;"lakes";7.0;"Orange";"FALSE";19.3;"high"
992;3.55;5.73;"idlewater";6.7;"Yellow";"FALSE";20.2;"low"
993;10.48;2.14;"lakes";7.3;"Yellow";"TRUE";12.8;"really low"
994;5.92;10.35;"idlewater";7.8;"Green_and_Chocolate";"FALSE";6.1;"intermediate"
995;14.69;18.7;"idlewater";6.7;"Green_and_Chocolate";"TRUE";20.8;"high"
996;11.03;16.87;"idlewater";6.4;"Red_and_Silver";"TRUE";9.7;"high"
997;9.08;14.03;"lakes";6.2;"Red_and_Silver";"FALSE";15.5;"intermediate"
998;2.94;3.8;"slowmovingwaters";7.9;"Reddish_Orange";"FALSE";5.7;"really low"
999;11.03;12.29;"ponds";6.2;"Green_and_Chocolate";"FALSE";1.8;"intermediate"
1000;2.12;13.36;"slowmovingwaters";7.4;"Reddish_Orange";"FALSE";23.6;"intermediate"
1001;19.7;6.61;"slowmovingwaters";7.1;"Black_and_Orange";"FALSE";1.7;"low"
1002;18.66;6.85;"slowmovingwaters";7.0;"Yellow";"FALSE";19.5;"low"
1003;2.14;18.2;"slowmovingwaters";6.7;"Yellow";"TRUE";8.0;"high"
1004;12.59;7.8;"ponds";7.8;"White";"FALSE";17.0;"low"
1005;13.74;17.53;"idlewater";6.4;"Calico";"FALSE";5.6;"high"
1006;13.75;15.41;"lakes";7.0;"Yellow";"TRUE";25.4;"high"
1007;16.54;11.43;"slowmovingwaters";6.1;"Black_and_Orange";"FALSE";24.1;"intermediate"
1008;18.65;7.17;"ponds";6.8;"Green_and_Chocolate";"FALSE";25.4;"low"
1009;10.99;5.61;"slowmovingwaters";6.2;"Calico";"FALSE";6.4;"low"
1010;2.97;8.88;"rivers";6.2;"Calico";"FALSE";26.7;"low"
1011;15.15;8.65;"slowmovingwaters";6.5;"Reddish_Orange";"FALSE";26.2;"low"
1012;10.9;10.67;"rivers";6.8;"Yellow";"TRUE";17.9;"intermediate"
1013;15.62;11.88;"ponds";6.1;"Black_and_Orange";"FALSE";10.9;"intermediate"
1014;19.58;13.98;"idlewater";7.9;"Red_and_Silver";"TRUE";20.0;"intermediate"
1015;3.4;7.69;"rivers";7.1;"Calico";"FALSE";16.5;"low"
1016;18.09;10.41;"ponds";7.7;"Red_and_Silver";"TRUE";20.8;"intermediate"
1017;16.63;2.22;"idlewater";7.3;"Calico";"TRUE";22.8;"really low"
1018;2.62;2.4;"lakes";6.9;"Black_and_Orange";"TRUE";7.6;"really low"
1019;3.22;6.65;"ponds";7.6;"Red_and_White_Bi_Color";"FALSE";1.2;"low"
1020;11.78;17.05;"ponds";6.3;"Black_and_Orange";"FALSE";20.4;"high"
1021;16.44;6.69;"ponds";8.0;"Calico";"TRUE";19.6;"low"
1022;12.23;8.4;"idlewater";6.9;"Yellow";"TRUE";17.8;"low"
1023;5.14;13.71;"lakes";6.5;"Yellow";"FALSE";26.6;"intermediate"
1024;2.77;4.89;"lakes";6.4;"Black_and_Orange";"FALSE";12.8;"really low"
1025;1.0;11.13;"idlewater";6.5;"Reddish_Orange";"TRUE";9.3;"intermediate"
1026;20.0;12.18;"rivers";6.9;"Calico";"FALSE";9.2;"intermediate"
1027;4.43;4.81;"lakes";7.3;"Red_and_Silver";"TRUE";24.8;"really low"
1028;17.76;17.16;"rivers";6.1;"Red_and_Silver";"TRUE";15.7;"high"
1029;19.54;3.01;"slowmovingwaters";6.9;"Red_and_Silver";"TRUE";19.6;"really low"
1030;17.45;12.4;"slowmovingwaters";7.1;"Green_and_Chocolate";"TRUE";19.7;"intermediate"
1031;1.51;8.82;"lakes";6.3;"Yellow";"FALSE";6.4;"low"
1032;12.23;8.07;"slowmovingwaters";6.5;"Black_and_Orange";"";15.5;"low"
1033;16.04;5.95;"lakes";7.3;"Orange";"TRUE";16.0;"low"
1034;9.13;18.39;"idlewater";7.5;"White";"TRUE";4.2;"high"
1035;9.04;13.37;"rivers";6.4;"Reddish_Orange";"FALSE";12.7;"intermediate"
1036;11.61;17.52;"ponds";6.8;"White";"FALSE";9.2;"high"
1037;14.34;3.93;"idlewater";7.2;"Green_and_Chocolate";"TRUE";1.0;"really low"
1038;18.56;9.89;"idlewater";7.9;"White";"TRUE";6.4;"low"
1039;19.46;6.61;"slowmovingwaters";6.9;"Black_and_Orange";"FALSE";13.6;"low"
1040;11.26;10.53;"idlewater";6.8;"Calico";"TRUE";26.8;"intermediate"
1041;7.95;3.04;"slowmovingwaters";7.1;"White";"FALSE";20.7;"really low"
1042;17.92;3.66;"lakes";6.5;"Yellow";"FALSE";16.2;"really low"
1043;10.2;17.12;"ponds";7.2;"Calico";"FALSE";25.0;"high"
1044;8.92;15.81;"ponds";6.7;"Green_and_Chocolate";"FALSE";16.4;"high"
1045;9.75;6.93;"lakes";6.4;"Reddish_Orange";"FALSE";2.7;"low"
1046;20.0;17.61;"lakes";7.4;"Orange";"TRUE";13.5;"high"
1047;7.0;10.57;"lakes";7.4;"Red_and_White_Bi_Color";"TRUE";8.3;"intermediate"
1048;7.1;11.63;"slowmovingwaters";6.6;"Black_and_Orange";"FALSE";22.2;"intermediate"
1049;8.16;8.6;"ponds";7.3;"Green_and_Chocolate";"FALSE";1.2;"low"
1050;8.82;6.88;"lakes";6.1;"Red_and_Silver";"TRUE";27.2;"low"
1051;1.33;9.64;"slowmovingwaters";7.7;"Green_and_Chocolate";"FALSE";17.1;"low"
1052;10.33;15.34;"rivers";7.1;"Black_and_Orange";"FALSE";15.8;"high"
1053;17.1;5.76;"ponds";7.3;"Black_and_Orange";"TRUE";7.9;"low"
1054;1.09;16.13;"idlewater";6.0;"Calico";"TRUE";19.6;"high"
1055;13.3;6.42;"lakes";6.0;"Reddish_Orange";"FALSE";17.5;"low"
1056;11.9;5.88;"lakes";7.6;"Reddish_Orange";"FALSE";13.8;"low"
1057;13.84;7.24;"slowmovingwaters";6.6;"Calico";"FALSE";16.9;"low"
1058;1.51;18.56;"idlewater";8.0;"Reddish_Orange";"TRUE";16.0;"high"
1059;12.87;14.83;"rivers";6.6;"Green_and_Chocolate";"TRUE";27.4;"intermediate"
1060;14.25;16.23;"rivers";7.1;"Yellow";"FALSE";17.9;"high"
1061;18.4;14.23;"idlewater";6.5;"Yellow";"TRUE";18.8;"intermediate"
1062;17.78;4.91;"slowmovingwaters";7.2;"White";"TRUE";14.4;"really low"
1063;4.69;15.64;"lakes";6.3;"Red_and_White_Bi_Color";"TRUE";2.4;"high"
1064;16.3;17.58;"lakes";6.9;"Orange";"TRUE";26.5;"high"
1065;5.92;9.55;"lakes";7.4;"Green_and_Chocolate";"TRUE";23.3;"low"
1066;18.06;10.0;"ponds";6.4;"Red_and_White_Bi_Color";"FALSE";26.2;"intermediate"
1067;19.98;10.1;"rivers";6.8;"Green_and_Chocolate";"TRUE";10.3;"intermediate"
1068;8.89;8.71;"slowmovingwaters";7.1;"Orange";"TRUE";5.6;"low"
1069;18.51;11.63;"rivers";6.4;"White";"FALSE";7.0;"intermediate"
1070;4.88;10.82;"idlewater";6.1;"Red_and_Silver";"TRUE";17.6;"intermediate"
1071;17.89;9.09;"rivers";7.8;"Red_and_Silver";"FALSE";5.6;"low"
1072;13.02;8.68;"rivers";7.7;"Green_and_Chocolate";"FALSE";10.9;"low"
1073;13.44;12.74;"lakes";7.0;"Yellow";"TRUE";21.6;"intermediate"
1074;11.9;4.13;"slowmovingwaters";6.6;"Black_and_Orange";"FALSE";16.7;"really low"
1075;16.9;2.99;"lakes";6.9;"Calico";"FALSE";1.8;"really low"
1076;15.27;11.54;"idlewater";6.2;"Black_and_Orange";"FALSE";22.0;"intermediate"
1077;18.2;17.83;"idlewater";7.5;"White";"TRUE";6.2;"high"
1078;3.04;12.11;"lakes";6.1;"Black_and_Orange";"TRUE";16.5;"intermediate"
1079;8.63;3.7;"idlewater";6.3;"Green_and_Chocolate";"FALSE";8.5;"really low"
1080;13.3;3.81;"slowmovingwaters";6.9;"Yellow";"TRUE";25.5;"really low"
1081;4.39;2.44;"slowmovingwaters";6.9;"Red_and_White_Bi_Color";"TRUE";19.4;"really low"
1082;16.96;17.1;"ponds";7.4;"Green_and_Chocolate";"TRUE";8.5;"high"
1083;11.07;14.62;"ponds";6.9;"Green_and_Chocolate";"TRUE";22.5;"intermediate"
1084;3.55;13.69;"idlewater";6.4;"Yellow";"FALSE";8.5;"intermediate"
1085;3.99;10.51;"lakes";7.9;"Yellow";"TRUE";27.1;"intermediate"
1086;11.17;8.89;"idlewater";6.8;"Yellow";"TRUE";20.4;"low"
1087;9.45;6.57;"ponds";6.1;"Yellow";"FALSE";9.8;"low"
1088;5.37;8.43;"idlewater";6.2;"Red_and_Silver";"TRUE";19.9;"low"
1089;7.56;7.8;"ponds";6.0;"Red_and_White_Bi_Color";"TRUE";4.8;"low"
1090;18.19;17.55;"rivers";7.4;"Reddish_Orange";"TRUE";24.8;"high"
1091;1.12;5.94;"lakes";6.2;"Yellow";"FALSE";18.0;"low"
1092;18.13;14.35;"idlewater";6.7;"Orange";"FALSE";4.8;"intermediate"
1093;10.19;3.92;"slowmovingwaters";6.1;"White";"TRUE";24.8;"really low"
1094;8.66;14.15;"slowmovingwaters";6.9;"Red_and_White_Bi_Color";"FALSE";5.2;"intermediate"
1095;16.44;10.09;"rivers";6.8;"Black_and_Orange";"TRUE";16.9;"intermediate"
1096;9.57;13.21;"slowmovingwaters";7.1;"Reddish_Orange";"FALSE";19.1;"intermediate"
1097;16.89;10.94;"lakes";6.3;"Red_and_White_Bi_Color";"FALSE";8.4;"intermediate"
1098;13.45;4.73;"rivers";7.5;"Calico";"FALSE";18.1;"really low"
1099;5.85;18.68;"ponds";6.7;"Reddish_Orange";"FALSE";21.6;"high"
1100;5.32;2.27;"idlewater";7.4;"Red_and_White_Bi_Color";"TRUE";2.9;"really low"
1101;8.98;13.67;"ponds";7.6;"Calico";"FALSE";23.0;"intermediate"
1102;16.08;14.27;"ponds";6.6;"Reddish_Orange";"TRUE";22.8;"intermediate"
1103;10.98;11.99;"slowmovingwaters";7.4;"Black_and_Orange";"TRUE";9.9;"intermediate"
1104;18.05;6.84;"rivers";6.4;"Red_and_Silver";"FALSE";16.2;"low"
1105;5.15;18.08;"ponds";6.6;"Calico";"TRUE";3.5;"high"
1106;14.62;11.41;"lakes";7.0;"Red_and_Silver";"FALSE";12.1;"intermediate"
1107;13.54;8.3;"lakes";7.5;"Orange";"TRUE";3.6;"low"
1108;17.03;10.07;"rivers";6.4;"Green_and_Chocolate";"TRUE";17.0;"intermediate"
1109;18.21;16.81;"slowmovingwaters";7.3;"Red_and_White_Bi_Color";"FALSE";22.8;"high"
1110;11.86;8.72;"slowmovingwaters";7.4;"Green_and_Chocolate";"FALSE";12.6;"low"
1111;1.69;8.25;"idlewater";6.6;"Reddish_Orange";"FALSE";5.6;"low"
1112;10.39;9.83;"ponds";7.0;"Reddish_Orange";"FALSE";11.6;"low"
1113;2.9;2.59;"lakes";6.5;"Reddish_Orange";"FALSE";9.1;"really low"
1114;10.89;16.75;"lakes";7.2;"Reddish_Orange";"TRUE";9.8;"high"
1115;8.46;10.61;"lakes";6.9;"White";"TRUE";20.1;"intermediate"
1116;18.35;3.25;"rivers";7.4;"Yellow";"TRUE";6.0;"really low"
1117;11.86;13.67;"ponds";6.3;"Yellow";"TRUE";14.8;"intermediate"
1118;15.09;16.04;"lakes";7.7;"Yellow";"FALSE";9.7;"high"
1119;18.51;5.41;"idlewater";6.6;"Calico";"TRUE";5.2;"low"
1120;19.01;17.49;"lakes";7.0;"Red_and_Silver";"TRUE";9.8;"high"
1121;11.9;11.26;"lakes";7.5;"Red_and_White_Bi_Color";"TRUE";8.8;"intermediate"
1122;11.33;16.96;"ponds";6.7;"Yellow";"FALSE";22.3;"high"
1123;11.7;15.79;"idlewater";7.4;"Yellow";"";6.7;"high"
1124;12.11;7.22;"idlewater";7.9;"Black_and_Orange";"TRUE";23.2;"low"
1125;3.17;8.13;"lakes";7.0;"Yellow";"FALSE";24.4;"low"
1126;14.79;6.61;"slowmovingwaters";7.6;"Calico";"FALSE";28.0;"low"
1127;18.01;13.65;"idlewater";6.4;"Reddish_Orange";"";9.2;"intermediate"
1128;10.16;17.29;"idlewater";6.9;"White";"TRUE";10.3;"high"
1129;8.68;4.33;"rivers";7.9;"Orange";"TRUE";21.6;"really low"
1130;8.06;10.36;"slowmovingwaters";6.6;"Yellow";"FALSE";17.9;"intermediate"
1131;12.65;18.27;"slowmovingwaters";7.0;"Black_and_Orange";"FALSE";24.3;"high"
1132;8.07;10.88;"slowmovingwaters";7.1;"Reddish_Orange";"FALSE";23.7;"intermediate"
1133;7.11;5.02;"lakes";6.1;"Yellow";"TRUE";16.9;"low"
1134;16.03;2.4;"idlewater";6.5;"White";"TRUE";25.3;"really low"
1135;13.29;7.37;"idlewater";6.1;"Red_and_White_Bi_Color";"TRUE";4.0;"low"
1136;5.79;13.09;"slowmovingwaters";6.2;"Green_and_Chocolate";"TRUE";14.2;"intermediate"
1137;15.88;8.01;"rivers";7.4;"Green_and_Chocolate";"FALSE";24.9;"low"
1138;7.52;10.19;"ponds";8.0;"Green_and_Chocolate";"FALSE";12.1;"intermediate"
1139;2.68;13.45;"lakes";8.0;"Green_and_Chocolate";"FALSE";5.0;"intermediate"
1140;6.76;12.11;"idlewater";6.2;"Red_and_White_Bi_Color";"FALSE";17.6;"intermediate"
1141;1.29;17.13;"ponds";6.1;"Yellow";"FALSE";20.9;"high"
1142;11.87;3.8;"ponds";7.5;"Orange";"TRUE";17.7;"really low"
1143;3.81;16.36;"ponds";7.5;"Red_and_White_Bi_Color";"FALSE";16.8;"high"
1144;15.45;17.24;"ponds";6.9;"Black_and_Orange";"FALSE";4.7;"high"
1145;18.07;18.06;"rivers";6.6;"Red_and_Silver";"TRUE";18.8;"high"
1146;6.48;8.34;"rivers";6.0;"Red_and_White_Bi_Color";"FALSE";26.6;"low"
1147;18.67;10.9;"idlewater";6.2;"Yellow";"TRUE";11.9;"intermediate"
1148;4.64;7.18;"rivers";7.2;"Reddish_Orange";"FALSE";6.5;"low"
1149;13.58;18.84;"rivers";7.3;"Red_and_White_Bi_Color";"TRUE";17.4;"high"
1150;14.63;5.16;"lakes";7.9;"Red_and_Silver";"TRUE";13.4;"low"
1151;17.15;11.26;"ponds";6.6;"Orange";"FALSE";22.9;"intermediate"
1152;1.03;9.9;"rivers";6.4;"Green_and_Chocolate";"FALSE";3.3;"low"
1153;9.6;12.52;"rivers";6.3;"White";"TRUE";3.1;"intermediate"
1154;6.29;18.89;"slowmovingwaters";6.6;"Reddish_Orange";"FALSE";7.5;"high"
1155;18.29;11.21;"rivers";7.3;"Red_and_White_Bi_Color";"TRUE";2.0;"intermediate"
1156;6.55;4.24;"rivers";7.0;"Red_and_Silver";"FALSE";27.3;"really low"
1157;15.93;16.99;"idlewater";6.7;"Red_and_Silver";"TRUE";5.4;"high"
1158;9.68;8.72;"ponds";7.8;"Orange";"FALSE";25.2;"low"
1159;16.71;9.54;"lakes";7.7;"Orange";"TRUE";4.8;"low"
1160;3.06;15.01;"idlewater";6.5;"White";"FALSE";4.3;"high"
1161;16.92;9.71;"slowmovingwaters";6.4;"Red_and_White_Bi_Color";"TRUE";23.9;"low"
1162;14.87;8.84;"idlewater";7.8;"Green_and_Chocolate";"";9.1;"low"
1163;7.39;5.93;"rivers";6.7;"Black_and_Orange";"FALSE";21.8;"low"
1164;12.5;4.61;"lakes";6.3;"Orange";"TRUE";8.6;"really low"
1165;19.53;13.57;"rivers";7.2;"Yellow";"TRUE";5.4;"intermediate"
1166;4.95;17.1;"rivers";6.7;"Red_and_White_Bi_Color";"TRUE";26.7;"high"
1167;5.79;13.01;"rivers";7.4;"Green_and_Chocolate";"FALSE";9.5;"intermediate"
1168;7.98;14.29;"ponds";6.3;"Yellow";"FALSE";22.8;"intermediate"
1169;13.27;10.75;"slowmovingwaters";6.1;"Orange";"FALSE";23.8;"intermediate"
1170;8.61;13.23;"rivers";7.5;"Red_and_White_Bi_Color";"FALSE";18.2;"intermediate"
1171;1.66;5.32;"slowmovingwaters";7.8;"Red_and_Silver";"TRUE";10.9;"low"
1172;14.9;2.87;"ponds";7.4;"Orange";"TRUE";15.0;"really low"
1173;14.53;11.2;"rivers";6.3;"Reddish_Orange";"FALSE";21.3;"intermediate"
1174;19.65;11.77;"slowmovingwaters";6.3;"Calico";"TRUE";23.8;"intermediate"
1175;3.2;13.55;"slowmovingwaters";7.4;"White";"";15.2;"intermediate"
1176;18.65;10.42;"slowmovingwaters";7.4;"Reddish_Orange";"TRUE";11.7;"intermediate"
1177;14.47;18.56;"idlewater";7.7;"Calico";"FALSE";8.6;"high"
1178;3.75;6.79;"ponds";7.2;"Green_and_Chocolate";"TRUE";19.7;"low"
1179;1.72;8.98;"rivers";6.6;"Red_and_Silver";"FALSE";25.6;"low"
1180;4.37;16.16;"idlewater";6.9;"White";"TRUE";13.5;"high"
1181;5.7;6.15;"idlewater";6.1;"Green_and_Chocolate";"TRUE";15.7;"low"
1182;16.38;8.91;"rivers";7.0;"Black_and_Orange";"TRUE";20.2;"low"
1183;8.86;10.67;"lakes";6.5;"Red_and_Silver";"TRUE";3.6;"intermediate"
1184;3.01;14.17;"ponds";6.1;"Black_and_Orange";"TRUE";17.0;"intermediate"
1185;1.37;18.86;"lakes";6.8;"Yellow";"FALSE";27.2;"high"
1186;16.21;2.51;"ponds";7.9;"Yellow";"FALSE";3.2;"really low"
1187;1.96;11.56;"idlewater";6.5;"Yellow";"TRUE";4.9;"intermediate"
1188;15.27;8.51;"slowmovingwaters";6.8;"Red_and_White_Bi_Color";"FALSE";7.4;"low"
1189;3.12;17.14;"rivers";7.2;"Black_and_Orange";"FALSE";1.4;"high"
1190;6.77;8.0;"ponds";7.7;"Red_and_Silver";"FALSE";25.9;"low"
1191;1.01;8.2;"slowmovingwaters";6.3;"Black_and_Orange";"TRUE";12.2;"low"
1192;19.26;5.69;"slowmovingwaters";7.8;"Calico";"TRUE";27.3;"low"
1193;11.75;13.91;"idlewater";6.8;"Red_and_Silver";"TRUE";11.1;"intermediate"
1194;12.55;14.42;"ponds";7.0;"Yellow";"FALSE";8.8;"intermediate"
1195;17.67;11.7;"idlewater";7.8;"Yellow";"FALSE";13.6;"intermediate"
1196;2.25;14.08;"slowmovingwaters";6.2;"Orange";"FALSE";17.1;"intermediate"
1197;9.33;15.45;"slowmovingwaters";7.0;"Orange";"FALSE";19.5;"high"
1198;17.61;5.56;"lakes";6.8;"Yellow";"FALSE";27.1;"low"
1199;3.28;5.1;"rivers";7.8;"Black_and_Orange";"FALSE";4.4;"low"
1200;14.51;17.35;"ponds";6.1;"White";"FALSE";3.4;"high"
1201;17.1;6.25;"ponds";6.2;"Calico";"TRUE";1.3;"low"
1202;18.64;16.74;"idlewater";6.7;"Black_and_Orange";"TRUE";18.0;"high"
1203;13.77;5.66;"ponds";6.2;"Black_and_Orange";"TRUE";4.9;"low"
1204;4.24;17.73;"ponds";7.8;"Red_and_White_Bi_Color";"FALSE";17.1;"high"
1205;13.69;7.55;"lakes";6.4;"Green_and_Chocolate";"FALSE";14.4;"low"
1206;18.38;10.63;"idlewater";7.3;"Calico";"FALSE";2.2;"intermediate"
1207;18.54;17.31;"idlewater";7.5;"Green_and_Chocolate";"FALSE";20.3;"high"
1208;12.84;12.82;"slowmovingwaters";7.7;"Black_and_Orange";"FALSE";2.4;"intermediate"
1209;13.46;14.23;"ponds";7.4;"Orange";"";16.9;"intermediate"
1210;19.15;3.61;"slowmovingwaters";6.1;"Green_and_Chocolate";"TRUE";19.7;"really low"
1211;8.84;17.48;"idlewater";8.0;"Reddish_Orange";"FALSE";9.8;"high"
1212;6.12;2.02;"rivers";7.5;"Yellow";"FALSE";13.2;"really low"
1213;14.86;7.42;"idlewater";7.8;"Calico";"FALSE";26.4;"low"
1214;7.68;3.21;"ponds";6.4;"Calico";"TRUE";1.1;"really low"
1215;6.44;12.49;"idlewater";7.1;"Calico";"FALSE";11.1;"intermediate"
1216;19.47;5.66;"idlewater";6.3;"Calico";"FALSE";14.8;"low"
1217;3.58;5.64;"ponds";6.6;"Reddish_Orange";"FALSE";12.4;"low"
1218;4.7;14.78;"ponds";7.2;"Orange";"FALSE";15.9;"intermediate"
1219;11.41;11.55;"rivers";7.8;"Green_and_Chocolate";"FALSE";22.4;"intermediate"
1220;1.24;12.55;"idlewater";7.8;"Calico";"TRUE";7.7;"intermediate"
1221;19.83;16.86;"idlewater";6.1;"Green_and_Chocolate";"TRUE";21.0;"high"
1222;4.52;10.32;"ponds";7.9;"Orange";"FALSE";14.1;"intermediate"
1223;6.51;11.78;"idlewater";7.7;"Orange";"FALSE";26.3;"intermediate"
1224;11.86;5.54;"lakes";7.8;"Reddish_Orange";"FALSE";11.8;"low"
1225;4.04;9.99;"lakes";6.2;"Calico";"FALSE";21.3;"low"
1226;10.18;8.74;"rivers";6.8;"White";"TRUE";1.7;"low"
1227;19.39;12.11;"idlewater";7.9;"Orange";"TRUE";16.8;"intermediate"
1228;7.61;12.72;"rivers";6.8;"White";"";19.8;"intermediate"
1229;18.25;6.37;"rivers";7.9;"White";"TRUE";11.3;"low"
1230;13.94;3.43;"slowmovingwaters";6.8;"Orange";"TRUE";8.3;"really low"
1231;7.72;10.93;"slowmovingwaters";6.9;"Red_and_White_Bi_Color";"FALSE";8.8;"intermediate"
1232;5.25;14.45;"rivers";6.4;"Reddish_Orange";"TRUE";5.3;"intermediate"
1233;11.29;3.0;"slowmovingwaters";7.6;"Yellow";"TRUE";23.1;"really low"
1234;5.17;3.52;"idlewater";7.0;"Orange";"FALSE";23.2;"really low"
1235;11.87;17.61;"idlewater";7.2;"Reddish_Orange";"FALSE";5.3;"high"
1236;12.63;3.08;"rivers";7.0;"Calico";"TRUE";4.6;"really low"
1237;19.8;17.21;"lakes";6.0;"Red_and_White_Bi_Color";"TRUE";5.4;"high"
1238;16.8;11.55;"ponds";7.0;"Red_and_Silver";"FALSE";22.0;"intermediate"
1239;14.73;11.99;"slowmovingwaters";7.4;"Orange";"FALSE";15.8;"intermediate"
1240;9.88;12.1;"idlewater";6.8;"White";"FALSE";10.8;"intermediate"
1241;10.47;15.53;"idlewater";7.6;"Reddish_Orange";"FALSE";21.8;"high"
1242;5.85;12.57;"slowmovingwaters";8.0;"White";"TRUE";23.1;"intermediate"
1243;16.92;13.54;"idlewater";6.1;"Reddish_Orange";"TRUE";19.5;"intermediate"
1244;7.21;17.41;"slowmovingwaters";7.9;"White";"FALSE";13.8;"high"
1245;18.22;7.41;"ponds";6.1;"Reddish_Orange";"TRUE";11.1;"low"
1246;6.45;13.78;"lakes";7.4;"Reddish_Orange";"TRUE";24.6;"intermediate"
1247;18.67;6.32;"idlewater";6.3;"Calico";"FALSE";5.8;"low"
1248;14.25;5.89;"rivers";6.1;"Calico";"FALSE";23.2;"low"
1249;13.02;13.71;"lakes";7.7;"Calico";"FALSE";6.7;"intermediate"
1250;2.5;6.13;"ponds";6.2;"Black_and_Orange";"FALSE";1.9;"low"
1251;4.46;2.28;"lakes";6.3;"Reddish_Orange";"FALSE";3.1;"really low"
1252;12.06;10.98;"rivers";6.0;"Yellow";"TRUE";19.1;"intermediate"
1253;13.83;13.44;"rivers";7.7;"White";"TRUE";27.8;"intermediate"
1254;6.53;4.16;"slowmovingwaters";7.1;"Red_and_White_Bi_Color";"TRUE";9.9;"really low"
1255;2.36;6.35;"idlewater";6.6;"Orange";"FALSE";15.2;"low"
1256;17.07;16.43;"ponds";7.8;"Orange";"TRUE";8.0;"high"
1257;6.02;13.7;"rivers";7.5;"Red_and_Silver";"FALSE";21.9;"intermediate"
1258;12.86;8.09;"idlewater";7.2;"Yellow";"FALSE";23.1;"low"
1259;12.29;10.95;"rivers";7.0;"White";"FALSE";19.6;"intermediate"
1260;1.32;10.75;"rivers";6.8;"Orange";"FALSE";17.3;"intermediate"
1261;9.78;18.17;"lakes";6.8;"Reddish_Orange";"TRUE";18.2;"high"
1262;19.34;14.44;"ponds";7.8;"White";"FALSE";1.7;"intermediate"
1263;1.59;9.19;"ponds";7.9;"Yellow";"TRUE";2.8;"low"
1264;15.83;8.45;"rivers";6.2;"Red_and_Silver";"TRUE";8.3;"low"
1265;1.74;16.76;"slowmovingwaters";7.3;"Orange";"TRUE";11.1;"high"
1266;12.22;4.43;"slowmovingwaters";7.9;"Red_and_Silver";"TRUE";25.4;"really low"
1267;15.56;3.13;"slowmovingwaters";6.9;"Orange";"TRUE";11.7;"really low"
1268;18.0;15.31;"idlewater";6.5;"Green_and_Chocolate";"TRUE";21.4;"high"
